,train,test
mae,0.07325543545603838,0.15103928969749209
mse,0.010124465983714566,0.10308100688947157
rmse,0.10062040540424474,0.32106230997965424
r2,0.9684319883189669,0.734430968549
pearsonr,0.9842298005351312,0.8800315384923667
spearmanr,0.9550834547137645,0.8877832292121197
p_value,0.0,8.656017464947378e-142
max_ae,0.47037980088079584,2.5485795721449924
