,train,test
mae,0.31366295037034214,0.34527070053327696
mse,0.22511785750614766,0.2981589011772182
rmse,0.4744658654804871,0.5460392853790085
r2,0.2980841491497709,0.23184907682333
pearsonr,0.5543787142052056,0.5010181636345886
spearmanr,0.600923415426905,0.5554821901529944
p_value,2.0642104032617114e-63,5.845543293293583e-29
max_ae,3.1384267655139824,3.516710427049196
