,train,test
mae,0.12314125468422578,0.17990917115265476
mse,0.03220212150077696,0.1289390093262997
rmse,0.17944949568270444,0.35908078384438746
r2,0.8995940181609846,0.6678126373003611
pearsonr,0.9503247576570615,0.8204208685140802
spearmanr,0.8976566767357197,0.8385164204224129
p_value,0.0,6.106645316922151e-107
max_ae,1.0370714208753578,3.497713171213025
