,train,test
mae,0.12131015141068696,0.14505527774159846
mse,0.03015642402509038,0.054567676008693
rmse,0.173656050931404,0.2335972517147687
r2,0.9059724880884069,0.8594165375033731
pearsonr,0.9533707620727905,0.9283359531873896
spearmanr,0.9077143235620511,0.8678944198785336
p_value,0.0,9.133375104412927e-188
max_ae,0.8432965522029923,1.4041803762333762
