,train,test
mae,0.22747179490454464,0.2647231290988128
mse,0.110759141864287,0.177730676156565
rmse,0.33280496069663235,0.4215811620039076
r2,0.6546537970716554,0.5421099875689013
pearsonr,0.8096148676717492,0.7433496396646371
spearmanr,0.8025999611440042,0.741484820004191
p_value,2.3953369339439114e-180,1.8571376633945845e-77
max_ae,1.9414234522029923,2.881065927049196
