,train,test
mae,0.15341019711882464,0.19400808465493288
mse,0.048005552577154366,0.12771957705006973
rmse,0.2191016946012841,0.35737875853227447
r2,0.8503190344115259,0.670954277630531
pearsonr,0.9233505622768403,0.824272824770195
spearmanr,0.8590171822110689,0.8070694774684579
p_value,2.47e-322,8.871719262403847e-109
max_ae,1.0092334522029924,3.369625561213025
