,train,test
mae,0.09129538930090207,0.14644997542271235
mse,0.015888167399769195,0.0688603931449562
rmse,0.12604827408484892,0.2624126390724277
r2,0.9504608090073204,0.8225940115966319
pearsonr,0.9767595545471774,0.9180220582426024
spearmanr,0.9406019153152637,0.8975831865678678
p_value,0.0,1.1907990946231563e-175
max_ae,0.5605617522029922,2.223059585306555
