,train,test
mae,0.0924684248600588,0.15126810617111067
mse,0.014893960609342097,0.0921522303447336
rmse,0.122040815342008,0.3035658583318183
r2,0.9535607385862285,0.7625869275322343
pearsonr,0.976982161654026,0.8744957213806077
spearmanr,0.9327527329147398,0.892099766997973
p_value,0.0,7.855370760625171e-138
max_ae,0.5522342868101292,3.0417569312130253
