,train,test
mae,0.11938812586712226,0.155484644585685
mse,0.02909435251112674,0.06220780048875259
rmse,0.17057066720607836,0.24941491633170737
r2,0.9092840193842626,0.8397331785649987
pearsonr,0.9540705148353217,0.9171095029933303
spearmanr,0.9137799067346559,0.8837665957519425
p_value,0.0,1.1751576986245256e-174
max_ae,1.0650457008807956,1.522829176233376
