,train,test
mae,0.1603535895179388,0.205036396906283
mse,0.047562931371320755,0.13020624873735948
rmse,0.21808927385664972,0.36084102973104304
r2,0.8516991241287024,0.664547830783943
pearsonr,0.924008932938778,0.8153214834075415
spearmanr,0.8582658567503217,0.7889991775751419
p_value,1e-323,1.4191180202164184e-104
max_ae,1.2283811655139822,3.247684631213025
