,train,test
mae,0.08591450348915622,0.14581974811709636
mse,0.015354450870641323,0.09122304650045118
rmse,0.12391307788381872,0.3020315322949761
r2,0.9521249332834028,0.7649807967911038
pearsonr,0.9760063166879874,0.8829375998220611
spearmanr,0.939321712231264,0.9060339414481943
p_value,0.0,6.031959915148303e-144
max_ae,0.7180540208753579,2.556404931213025
