,train,test
mae,0.08619240796615296,0.13494384629542402
mse,0.015313691649439316,0.05569463468136116
rmse,0.12374850160482476,0.23599710735803767
r2,0.9522520202401948,0.856513138203959
pearsonr,0.9772270035433899,0.9285589601478761
spearmanr,0.9400223877095497,0.9128002116799008
p_value,0.0,4.7753611125104146e-188
max_ae,0.6774227309063447,1.989548031213025
