,train,test
mae,0.09215663196133068,0.14393064383289905
mse,0.01619438581823278,0.07995891746309501
rmse,0.12725716411358842,0.2827700787974127
r2,0.949506022194213,0.7940007290643428
pearsonr,0.9745112280358852,0.8920108109685598
spearmanr,0.9307275682194885,0.8719242649830137
p_value,0.0,4.559961083576295e-151
max_ae,0.729241922934839,2.626957736233376
