,train,test
mae,0.14057191403864608,0.17341684946174582
mse,0.040350474005076575,0.0816610651976093
rmse,0.20087427412457917,0.28576400262735907
r2,0.8741875140104781,0.7896154621865545
pearsonr,0.9373116467598135,0.8911793169495643
spearmanr,0.8834156595505355,0.8651352413638966
p_value,0.0,2.1760094475511507e-150
max_ae,0.9265113929348391,2.159788531213025
