,train,test
mae,0.24565646377842992,0.2902511008120404
mse,0.14093113110266958,0.22243239750510432
rmse,0.3754079529027982,0.4716273926577042
r2,0.5605777529376402,0.4269443212550946
pearsonr,0.7490690721773627,0.658671793377734
spearmanr,0.752960500603353,0.6669360618804058
p_value,7.809743364613077e-140,2.4970741254640835e-55
max_ae,2.530715865513982,3.386699671213025
