,train,test
mae,0.15056258589019758,0.19772287582346404
mse,0.04748436865459387,0.10521455465543562
rmse,0.21790908346049706,0.32436793099108246
r2,0.8519440821110116,0.728934279771318
pearsonr,0.9235231424744135,0.857373243420537
spearmanr,0.8648847557714965,0.801939249189594
p_value,1.1e-322,1.0966255145341513e-126
max_ae,1.3096780522029923,2.112821727049196
