,train,val,test
mae,0.16202153645,0.19753466903157896,0.2600757589033614
mse,0.05645905779104325,0.07460199330734309,0.19517956707608367
rmse,0.23761114828863408,0.273133654658929,0.44179131620719264
r2,0.8771983642595284,0.8106354582898504,0.6664013431213471
pearsonr,0.9378237572867361,0.9005836934770284,0.8205447448450176
spearmanr,0.881082914636439,0.7319276078135988,0.7381574941205845
p_value,0.0,6.104122099673509e-70,2.955494871767756e-59
max_ae,1.3706227599999998,0.983203,3.19373266
