,train,test
mae,0.15103118696717288,0.18325384897066205
mse,0.041414945920239976,0.08602464956309416
rmse,0.203506623774854,0.2932995901175011
r2,0.87086849828105,0.7783734991075646
pearsonr,0.9347806498704738,0.8851211025283947
spearmanr,0.8409309393748661,0.8078448541929905
p_value,0.0,1.3238628566436948e-145
max_ae,1.0652519655139825,2.604395531213025
