,train,test
mae,0.1197548595747166,0.16948527417110004
mse,0.02689671689487861,0.0895696069442003
rmse,0.1640021856405536,0.29928181859946035
r2,0.9161362313345982,0.7692405761119163
pearsonr,0.9571738222947115,0.8774727105201976
spearmanr,0.902903540238164,0.8577646118033564
p_value,0.0,6.174616804429012e-140
max_ae,0.9553611429348391,2.421354031213025
