,train,test
mae,0.1242743110104822,0.1696346693272176
mse,0.02952577656103045,0.08687115600593485
rmse,0.17183066245880113,0.2947391321252318
r2,0.9079388423182577,0.7761926327877072
pearsonr,0.9538645162100612,0.8854031823133375
spearmanr,0.8983945963823653,0.8552909516017099
p_value,0.0,8.03744080730382e-146
max_ae,0.8221452309063446,2.240144631213025
