,train,test
mae,0.1017750241131529,0.15218871565609995
mse,0.021584894007781807,0.07624765101273594
rmse,0.1469179839494873,0.27612977205063555
r2,0.9326984566625487,0.8035621164277322
pearsonr,0.9668865264391159,0.8966970635919558
spearmanr,0.9280581680882003,0.8457130966662983
p_value,0.0,5.332802650920607e-155
max_ae,0.8950030599348391,2.5275193762333763
