,train,test
mae,0.1315989684528137,0.1793647403173889
mse,0.032761885579484784,0.09283050373361619
rmse,0.18100244633563597,0.304680986826576
r2,0.8978486778137806,0.7608394823686683
pearsonr,0.9477324019869153,0.8729179166930278
spearmanr,0.8828329761014239,0.8273574252560398
p_value,0.0,9.748202802805899e-137
max_ae,0.8703917359348391,2.212348006233376
