,train,test
mae,0.0955584653532109,0.15409628866572453
mse,0.01800395344245826,0.09240283985610999
rmse,0.1341788114512059,0.3039783542558746
r2,0.9438638034351144,0.7619412787632036
pearsonr,0.9725613412523956,0.8739752113031282
spearmanr,0.9245217195444746,0.8986822485778215
p_value,0.0,1.809755720582079e-137
max_ae,0.7526175438702942,2.768833831213025
