,train,test
mae,0.22227752071293438,0.2552661135948785
mse,0.10890511815823986,0.16914983013694673
rmse,0.3300077546940978,0.41127828794740273
r2,0.6604346295722092,0.5642169404909234
pearsonr,0.8161035856206458,0.7517346718097604
spearmanr,0.796530361443439,0.7356245749795678
p_value,1.500961426184679e-185,3.96410792260099e-80
max_ae,1.691255320875358,2.328222303233376
