,train,test
mae,0.2220368637348066,0.24169778141252996
mse,0.11574978433031238,0.1620357533253366
rmse,0.34022019976819773,0.4025366484251299
r2,0.639093009972685,0.5825450355060711
pearsonr,0.800369671499197,0.7668144663320676
spearmanr,0.8169980141398998,0.7786174674819228
p_value,2.860281435879428e-173,3.276039824120717e-85
max_ae,2.6200000655139823,3.101534431213025
