,Loss_Source0_Training,Loss_Source0_Test,Loss_Source_Training,Loss_Source_Test,Loss_Target_Training,Loss_Target_Validation,Loss_Target_Test,Loss_Training,Loss_Test
main_0_0,0.703616738319397,0.7353437542915344,0.5574546456336975,1.2807625532150269,0.9721843600273132,5.902820110321045,5.370392322540283,0.818123459815979,3.1401941776275635
main_0_1,0.699370265007019,0.687834620475769,2.172297954559326,1.6224738359451294,4.783844470977783,4.034139633178711,4.938299655914307,2.957202196121216,2.9538519382476807
main_0_2,0.6408056020736694,0.6930553317070007,1.4439705610275269,1.821029782295227,5.439269065856934,2.4034969806671143,2.8877949714660645,3.1637678146362305,1.9532896280288696
main_0_3,0.6180567741394043,0.7029343843460083,1.4073901176452637,1.2690180540084839,2.478281259536743,0.9377524256706238,1.3038908243179321,1.662916660308838,1.0839465856552124
main_0_4,0.6661462187767029,0.7142641544342041,0.8928048014640808,1.2551378011703491,0.851222813129425,1.4504705667495728,1.68073308467865,0.7907968163490295,1.2753874063491821
main_0_5,0.6653657555580139,0.7046229839324951,0.8735201954841614,1.2402088642120361,1.2476907968521118,1.3561155796051025,1.6109141111373901,0.9870084524154663,1.234774112701416
main_0_6,0.7081344127655029,0.691622257232666,0.8484448790550232,1.2038456201553345,1.1893970966339111,0.9610459804534912,1.3096907138824463,0.9695243835449219,1.0737062692642212
main_0_7,0.6631485223770142,0.687652587890625,0.7252630591392517,1.277686357498169,1.2849587202072144,0.9098347425460815,1.329073190689087,0.9842240810394287,1.0923402309417725
main_0_8,0.6356929540634155,0.6878513097763062,1.7084647417068481,1.2787318229675293,0.8418803215026855,0.9449254274368286,1.3898987770080566,0.8891667723655701,1.123116135597229
main_0_9,0.6114905476570129,0.6885318756103516,0.9030912518501282,1.2061089277267456,1.4456549882888794,0.8738420009613037,1.31037175655365,1.071316123008728,1.073258638381958
main_0_10,0.625479519367218,0.6886342167854309,0.7803793549537659,1.2092045545578003,0.7518650889396667,0.9058311581611633,1.322480320930481,0.7106177806854248,1.0798112154006958
main_0_11,0.6012790203094482,0.6878353953361511,1.582491397857666,1.2873550653457642,1.1579421758651733,0.9851900339126587,1.376552700996399,1.0180392265319824,1.117610216140747
main_0_12,0.5851953625679016,0.6862798929214478,1.194610834121704,1.3593857288360596,1.3213003873825073,1.0144749879837036,1.3745903968811035,1.0401604175567627,1.1261317729949951
main_0_13,0.5805801749229431,0.6848117709159851,0.9629842638969421,1.3302690982818604,0.8865293264389038,0.9521704912185669,1.3025124073028564,0.7877175807952881,1.0853261947631836
