,train,test
mae,0.17304400785281693,0.21140248346193835
mse,0.05487303168285699,0.12400923421067143
rmse,0.23424993422167056,0.35214944868716097
r2,0.8289062842500075,0.6805132854821587
pearsonr,0.9124611607425008,0.8339764222725445
spearmanr,0.8173136767236961,0.7672362230991654
p_value,4.557096589199043e-301,1.2944213582106772e-113
max_ae,1.192112444906583,3.105277331213025
