,train,test
mae,0.09742737632437093,0.13627014965134826
mse,0.019602178537681945,0.04972178676559978
rmse,0.14000778027553307,0.22298382624217342
r2,0.9388805491522618,0.8719010693452766
pearsonr,0.9694955264717826,0.9382696397610377
spearmanr,0.9312584541067211,0.9111994007785327
p_value,0.0,2.7586225959570264e-201
max_ae,0.769998320875358,1.464748885306555
