,train,test
mae,0.10281765908859941,0.15113811164818208
mse,0.0229400885421945,0.07960865071449162
rmse,0.15145985785743526,0.28215004999909465
r2,0.9284729699098424,0.7949031261594337
pearsonr,0.9638209789620973,0.892363653507735
spearmanr,0.9292784101476483,0.8791316573383894
p_value,0.0,2.340320553686e-151
max_ae,1.1190731008807957,2.171906031213025
