,train,test
mae,0.19528068953933536,0.2302179751824949
mse,0.07427675667157828,0.13872359054032868
rmse,0.2725376243229149,0.37245615921921427
r2,0.7684056101320059,0.6426044846583372
pearsonr,0.8817664398866372,0.8100538566372308
spearmanr,0.7902869295425098,0.7862749365198839
p_value,1.6828146240948656e-253,3.3147998374822513e-102
max_ae,1.4378679655139823,2.6951632312130247
