,train,test
mae,0.10551599449030144,0.17048851446041918
mse,0.02328667972284895,0.09415679314376238
rmse,0.15259973696847892,0.3068497892190288
r2,0.9273923011163433,0.7574225445184791
pearsonr,0.9646353271035386,0.8724443937474012
spearmanr,0.918759749371785,0.8643077520423916
p_value,0.0,2.0621841951577616e-136
max_ae,0.9463918208753581,2.302854031213025
