,train,test
mae,0.08878120262368795,0.1532201362724972
mse,0.015608164000978414,0.09097067302282896
rmse,0.12493263785327842,0.3016134496716434
r2,0.9513338575787685,0.7656309900909025
pearsonr,0.9761513775595031,0.8781246371961483
spearmanr,0.9327084989444747,0.8860488339072445
p_value,0.0,2.100901651576841e-140
max_ae,0.7330509747202063,3.1063067312130253
