,train,test
mae,0.16376350316653518,0.18833928372870462
mse,0.048960668670228254,0.0826855237781947
rmse,0.22127057795881552,0.2875509064117077
r2,0.8473409893441219,0.7869761352996969
pearsonr,0.9281574492430954,0.8989058348576786
spearmanr,0.8721090811793246,0.8431139258437745
p_value,0.0,6.420537255431121e-157
max_ae,1.1570109449065828,1.951921476233376
