,Loss_Source0_Training,Loss_Source0_Test,Loss_Source_Training,Loss_Source_Test,Loss_Target_Training,Loss_Target_Validation,Loss_Target_Test,Loss_Training,Loss_Test
main_0_0,0.713431179523468,0.7062153816223145,0.6496260166168213,1.8962098360061646,1.0458436012268066,1.3399832248687744,1.7718315124511719,0.7771828174591064,1.5131713151931763
main_0_1,0.7087372541427612,0.6936325430870056,1.8064873218536377,1.2471288442611694,1.4322558641433716,0.758579432964325,1.2780894041061401,1.3818508386611938,1.0933669805526733
main_0_2,0.6645123362541199,0.690000057220459,1.301835536956787,1.361331582069397,0.9555210471153259,0.8959389328956604,1.4008111953735352,1.0198510885238647,1.1753644943237305
main_0_3,0.6700600385665894,0.6889100670814514,1.0909429788589478,1.2297128438949585,1.4698331356048584,0.7841662168502808,1.2889189720153809,1.0716441869735718,1.0874320268630981
main_0_4,0.6516859531402588,0.6889890432357788,0.7281520962715149,1.297153115272522,1.0085575580596924,0.8136509656906128,1.3052194118499756,0.7827692031860352,1.1210746765136719
main_0_5,0.6370148658752441,0.689629077911377,0.9093520641326904,1.2785980701446533,1.1457844972610474,0.913611888885498,1.3910709619522095,0.894465446472168,1.13683021068573
main_0_6,0.6265747547149658,0.6931667327880859,0.8621279001235962,1.1946849822998047,0.8767579793930054,0.9235204458236694,1.4047552347183228,0.7970904111862183,1.1053674221038818
main_0_7,0.564378023147583,0.6958986520767212,1.0732805728912354,1.3024604320526123,1.1107113361358643,0.8751205205917358,1.3676666021347046,0.934369683265686,1.1425495147705078
main_0_8,0.6644544005393982,0.6935173869132996,1.1873078346252441,1.242559790611267,1.2265386581420898,0.7884731292724609,1.2964112758636475,1.0448014736175537,1.096392273902893
main_0_9,0.6721159815788269,0.6902211308479309,1.007573127746582,1.1978651285171509,0.8923489451408386,0.7593592405319214,1.2771140336990356,0.8775727152824402,1.0708117485046387
main_0_10,0.6443378329277039,0.6871968507766724,0.7251530289649963,1.2227649688720703,0.8943096995353699,0.7655283808708191,1.2860873937606812,0.7479322552680969,1.0831496715545654
main_0_11,0.5560849905014038,0.6852132678031921,1.5384601354599,1.1851366758346558,1.205426573753357,0.7658026814460754,1.2711141109466553,1.158966064453125,1.0621951818466187
main_0_12,0.6059178709983826,0.6849506497383118,1.1683801412582397,1.1707298755645752,0.854175865650177,0.7787182927131653,1.269395112991333,0.9171640872955322,1.0554206371307373
main_0_13,0.5561949014663696,0.6848424673080444,0.4249088764190674,1.1877232789993286,1.2090381383895874,0.8099437952041626,1.2857474088668823,0.6788181066513062,1.0672242641448975
main_0_14,0.5845810770988464,0.679995596408844,1.1465785503387451,1.1480002403259277,0.9899607300758362,0.8294563889503479,1.2922587394714355,0.9387917518615723,1.0504275560379028
main_0_15,0.5465460419654846,0.6736928224563599,0.7971634268760681,1.1123991012573242,0.9464491605758667,0.8051682710647583,1.2657766342163086,0.7647029757499695,1.0259209871292114
main_0_16,0.6156576871871948,0.6679627895355225,0.5460044741630554,1.0914369821548462,0.9299350380897522,0.7641093730926514,1.2287424802780151,0.6719001531600952,1.0050091743469238
main_0_17,0.5649798512458801,0.6616077423095703,0.9319217205047607,1.1184792518615723,0.7041336297988892,0.7229427695274353,1.1903284788131714,0.761766791343689,1.0042778253555298
main_0_18,0.5975121855735779,0.6521244645118713,0.9400504231452942,1.1346986293792725,1.017258644104004,0.6300565004348755,1.1073757410049438,0.8608401417732239,0.9857169389724731
main_0_19,0.5759918093681335,0.6636435985565186,1.1814244985580444,1.0519077777862549,1.0391113758087158,0.644310712814331,1.0925865173339844,0.9648337364196777,0.9492564797401428
main_1_0,0.6190540790557861,0.6511018872261047,0.7646459937095642,0.9712997078895569,0.8576893210411072,0.6375740766525269,1.0523821115493774,0.7475243806838989,0.8997032642364502
main_1_1,0.5261560678482056,0.6438425779342651,0.5862560868263245,0.9725662469863892,1.1688522100448608,0.6262495517730713,1.0024170875549316,0.7286907434463501,0.8843956589698792
main_1_2,0.5255799889564514,0.6325076222419739,1.0621850490570068,0.9045859575271606,0.6319354176521301,0.7251631021499634,1.0378153324127197,0.7866688966751099,0.8614227771759033
main_1_3,0.5752511024475098,0.6311128735542297,0.6854543089866638,0.8871045112609863,0.6479160189628601,0.6889925599098206,1.0247443914413452,0.6428334712982178,0.8498690724372864
main_1_4,0.5706756711006165,0.6340491771697998,0.6739503145217896,1.0041072368621826,0.6737303137779236,0.6545091867446899,1.0248749256134033,0.6436129808425903,0.9013233780860901
main_1_5,0.5978367924690247,0.6244108080863953,0.670385479927063,0.8153334856033325,0.8092925548553467,0.7958101034164429,1.0669931173324585,0.6872778534889221,0.828498363494873
main_1_6,0.5007516145706177,0.6290791034698486,0.8805443048477173,0.9474108219146729,0.7891202569007874,0.9709999561309814,1.191521406173706,0.7440845966339111,0.921149492263794
main_1_7,0.4514480531215668,0.6295363903045654,0.8000482320785522,0.8813613653182983,0.7915312647819519,0.6245936751365662,0.9593632221221924,0.6955098509788513,0.8289633989334106
main_1_8,0.5304328799247742,0.6337353587150574,0.5033918023109436,0.8800552487373352,0.6893866658210754,0.6371193528175354,1.0471911430358887,0.5624169111251831,0.8537585735321045
main_1_9,0.6079526543617249,0.6273237466812134,0.38356369733810425,0.8614199757575989,0.9051806926727295,0.5849549770355225,0.9444869756698608,0.592648983001709,0.815610945224762
