,train,test
mae,0.21412764013057795,0.2447844720802415
mse,0.09224306769163211,0.15408993958443123
rmse,0.30371543867843154,0.39254291432202826
r2,0.7123867823678134,0.60301594593795
pearsonr,0.8514637738302896,0.7911829780727753
spearmanr,0.7511545235767975,0.7035083888436471
p_value,4.753376067449233e-218,2.7085563703041197e-94
max_ae,1.7049198449065832,2.852456031213025
