,train,test
mae,0.1171723716927135,0.17381006047989553
mse,0.025231284320742932,0.09801779676925004
rmse,0.15884358444942914,0.3130779404066183
r2,0.9213290380504147,0.747475387188623
pearsonr,0.964136382512317,0.867706942941475
spearmanr,0.9172746772804548,0.8290426438848987
p_value,0.0,3.161809442602297e-133
max_ae,0.909489642934839,2.520717085306555
