,train,test
mae,0.25279891518221015,0.2736400191597393
mse,0.14549562415510559,0.22016836907797466
rmse,0.381438886527194,0.4692210236956297
r2,0.5463456966268116,0.43277716917454756
pearsonr,0.749551200297139,0.6800912670586055
spearmanr,0.6623796577151386,0.6720499957979631
p_value,4.138805859555013e-140,3.219304172247482e-60
max_ae,2.659274644906583,4.0151100670491955
