,train,test
mae,0.14348241778075416,0.17786639208309718
mse,0.03851314856745086,0.10735376817832433
rmse,0.19624767149561512,0.3276488488890573
r2,0.8799162814309153,0.7234229942252853
pearsonr,0.9410798529166028,0.8572208807378674
spearmanr,0.8365654429462245,0.8239109476455564
p_value,0.0,1.3570540673860235e-126
max_ae,0.9234314836488251,3.206816371213025
