,train,test
mae,0.09382603988650519,0.140331317716546
mse,0.018320594888026287,0.07431996819033956
rmse,0.1353535920765544,0.27261688904090214
r2,0.9428765176989118,0.8085284324886285
pearsonr,0.9717529363520638,0.8995510774984541
spearmanr,0.9320835897890782,0.9120023751600534
p_value,0.0,1.731718136960508e-157
max_ae,0.811687220875358,2.831200331213025
