,train,test
mae,0.22586275414730014,0.2725113173694389
mse,0.10275320373605473,0.17543733116683718
rmse,0.3205514057620942,0.41885239782868283
r2,0.6796162542280317,0.5480183641562396
pearsonr,0.8298765902951792,0.7509989175757215
spearmanr,0.798889889050718,0.6925826525972439
p_value,2.6052532987183366e-197,6.866788887300092e-80
max_ae,2.2103912922029925,2.816253731213025
