,Loss_Source0_Training,Loss_Source0_Test,Loss_Source_Training,Loss_Source_Test,Loss_Target_Training,Loss_Target_Validation,Loss_Target_Test,Loss_Training,Loss_Test
main_0_0,0.7615821361541748,0.6875065565109253,1.9001201391220093,2.054417848587036,1.0220569372177124,1.1541101932525635,1.370481014251709,1.3251104354858398,1.4657877683639526
main_0_1,0.6581041812896729,0.6993725895881653,1.5178316831588745,1.241788625717163,0.9881700277328491,1.1651333570480347,1.314445972442627,1.1202752590179443,1.1027302742004395
main_0_2,0.6090788841247559,0.6908117532730103,0.41370144486427307,1.8588570356369019,0.8249683380126953,1.1198474168777466,1.2771124839782715,0.5839654207229614,1.3566031455993652
main_0_3,0.6820898056030273,0.689208447933197,1.425702691078186,1.373431921005249,0.9603886008262634,1.1198301315307617,1.2785965204238892,1.0798652172088623,1.1467856168746948
main_0_4,0.6188852190971375,0.6901945471763611,0.9999379515647888,1.2348734140396118,1.0052980184555054,1.1349140405654907,1.2758668661117554,0.8896979689598083,1.0864527225494385
main_0_5,0.6255437135696411,0.6895763278007507,1.5317859649658203,1.6449180841445923,0.7475686073303223,1.1488178968429565,1.278013825416565,1.0506598949432373,1.264044165611267
main_0_6,0.610175609588623,0.6887420415878296,1.5468683242797852,1.670969843864441,1.148768424987793,1.133738398551941,1.2728807926177979,1.1628915071487427,1.2736464738845825
main_0_7,0.637313187122345,0.6872391104698181,1.0142321586608887,1.3628807067871094,1.0396449565887451,1.1086441278457642,1.2786465883255005,0.9107130169868469,1.141662836074829
main_0_8,0.6207979917526245,0.6864846348762512,0.7603263854980469,1.199244499206543,0.8399878144264221,1.1121704578399658,1.3114240169525146,0.7413061261177063,1.0797381401062012
main_0_9,0.6188666820526123,0.6850634217262268,1.1018714904785156,1.2252143621444702,0.9081971645355225,1.1216281652450562,1.3338096141815186,0.9070625305175781,1.0966930389404297
main_0_10,0.6212379336357117,0.6844261884689331,1.4420371055603027,1.2672282457351685,1.0096482038497925,1.1127350330352783,1.3187079429626465,1.0826165676116943,1.1105118989944458
main_0_11,0.5659787058830261,0.6842357516288757,1.0338796377182007,1.2693175077438354,0.9830572009086609,1.0964500904083252,1.2815537452697754,0.882743775844574,1.101151704788208
main_0_12,0.6070929169654846,0.6842623353004456,1.036332607269287,1.2421282529830933,0.6903266906738281,1.09640634059906,1.2586637735366821,0.8154364228248596,1.0831223726272583
main_0_13,0.6421073079109192,0.6845901012420654,0.8446558117866516,1.217201590538025,1.0099749565124512,1.0981923341751099,1.2462563514709473,0.8306923508644104,1.0690388679504395
main_0_14,0.6006936430931091,0.6849788427352905,0.47055867314338684,1.1855851411819458,0.960372805595398,1.0886207818984985,1.2356648445129395,0.6432746052742004,1.0525814294815063
main_0_15,0.5187029242515564,0.684671938419342,0.689561128616333,1.1654832363128662,0.8327686190605164,1.0704002380371094,1.2200450897216797,0.6788136959075928,1.039514183998108
main_0_16,0.5700039267539978,0.6835235357284546,0.5378165245056152,1.1616305112838745,0.8441647291183472,1.046727180480957,1.1956605911254883,0.631414532661438,1.0308135747909546
main_0_17,0.6116445660591125,0.6811239123344421,0.9228785037994385,1.1714640855789185,0.9329527020454407,1.0078163146972656,1.1644415855407715,0.8344022035598755,1.025782585144043
main_0_18,0.5846480131149292,0.6755542159080505,1.1121230125427246,1.154613733291626,0.8200563788414001,0.9657888412475586,1.1402416229248047,0.8772459030151367,1.0102202892303467
