,train,test
mae,0.10652847488194986,0.15169798732212184
mse,0.023020307036751394,0.061180740775677526
rmse,0.1517244444272293,0.24734740907411487
r2,0.9282228492242397,0.8423792067856597
pearsonr,0.9639577550114089,0.9202208063666271
spearmanr,0.9271154315969249,0.8842307648551178
p_value,0.0,4.284396808540148e-178
max_ae,0.7583219099411694,1.356737376233376
