,train,test
mae,0.07426282667605218,0.13572095615027158
mse,0.009956493315877194,0.07419739325633917
rmse,0.09978222945934409,0.2723919845669824
r2,0.9689557258819074,0.8088442239955698
pearsonr,0.9846510993471356,0.9098011955942191
spearmanr,0.9562892737864459,0.9008717116309076
p_value,0.0,4.381308073155392e-167
max_ae,0.5172328268101292,2.3171444721449923
