,train,test
mae,0.06334147039605888,0.1355965382144363
mse,0.007660298355985819,0.0782375433148363
rmse,0.08752313040554377,0.27970974833715806
r2,0.9761152451525905,0.7984355292192155
pearsonr,0.9881856613476294,0.8945399317279306
spearmanr,0.96658386968109,0.9226019305882226
p_value,0.0,3.6301864812124695e-153
max_ae,0.435629432072576,1.7182058721449924
