,train,test
mae,0.23301926335011336,0.26973602029338184
mse,0.13223464266299279,0.19952703003280575
rmse,0.36364081545254623,0.4466844859996883
r2,0.5876933409685818,0.48595573798650105
pearsonr,0.7677219965823767,0.7032231307020229
spearmanr,0.7701159261254096,0.6939697284530008
p_value,5.501081652905576e-151,5.437276673357451e-66
max_ae,2.3660894122029923,3.042846631213025
