,train,test
mae,0.19891432779007337,0.2633629289689263
mse,0.07928585050218856,0.16294813141287576
rmse,0.2815774325157976,0.4036683433375421
r2,0.752787291811766,0.5801944631519933
pearsonr,0.86861666997361,0.7647543862710829
spearmanr,0.7523085190062494,0.6909662813148081
p_value,4.929797327730912e-237,1.7067550888896695e-84
max_ae,1.443473820875358,2.045539116233376
