,train,val,test
mae,0.215310497757874,0.21731318420000004,0.269629407605042
mse,0.0928958575426147,0.07813958204724537,0.16725035636844615
rmse,0.30478821752589896,0.27953458112950064,0.4089625366319587
r2,0.7979462692776877,0.8016558876270294,0.7141376267873357
pearsonr,0.8939277745509842,0.8998781600432553,0.8457008930860258
spearmanr,0.850135083365455,0.7936735302804238,0.6920180046952432
p_value,4.331919929608645e-267,1.1468177884427452e-69,2.636345298775127e-66
max_ae,1.9549271999999998,0.8665798,2.1550288999999996
