,train,test
mae,0.17260192727269855,0.20938399351341838
mse,0.053948193149164186,0.11628220342772226
rmse,0.23226750342905092,0.34100176455221204
r2,0.8317899241063362,0.7004205423371503
pearsonr,0.9156495568811878,0.8493148802965055
spearmanr,0.811290893047085,0.7814958443873814
p_value,5.39557005478633e-307,6.19495892088314e-122
max_ae,1.0566280208753578,2.8034511312130252
