,train,test
mae,0.1374711812464369,0.16802158260765238
mse,0.036221217206138634,0.0644730548941829
rmse,0.19031872531660837,0.25391544831731466
r2,0.8870625068320781,0.8338971721406021
pearsonr,0.9425994384337102,0.9138581785771492
spearmanr,0.8683393088749907,0.8373260512707215
p_value,0.0,3.323626015075083e-171
max_ae,0.8918416655139825,1.394187376233376
