,train,test
mae,0.19436627413751367,0.248867004767719
mse,0.0729318311102445,0.16449923627872554
rmse,0.27005894006724623,0.4055850543088657
r2,0.772599078300954,0.5761983301170848
pearsonr,0.8790360606711073,0.7611805187216643
spearmanr,0.8235548134657908,0.7151820509536421
p_value,6.337685813520195e-250,2.8736803424210663e-83
max_ae,1.3162316836105865,3.332781531213025
