,Loss_Source0_Training,Loss_Source0_Test,Loss_Source_Training,Loss_Source_Test,Loss_Target_Training,Loss_Target_Validation,Loss_Target_Test,Loss_Training,Loss_Test
main_0_0,0.7085750102996826,0.7296321988105774,1.0311083793640137,4.817317008972168,1.159289836883545,1.477561593055725,1.612566590309143,1.0170271396636963,4.264549255371094
main_0_1,0.6701192259788513,0.6903071999549866,3.7771410942077637,1.973253607749939,1.2975348234176636,0.9983056783676147,1.3344067335128784,3.3535993099212646,1.828208088874817
main_0_2,0.6825132369995117,0.6890721321105957,0.9923740029335022,2.0708892345428467,1.0643857717514038,0.9971821308135986,1.3974978923797607,0.9748827219009399,1.9158042669296265
main_0_3,0.6580144166946411,0.6889992356300354,2.4700112342834473,1.2928590774536133,1.0262198448181152,1.0791138410568237,1.5085175037384033,2.223182439804077,1.264609932899475
main_0_4,0.6612151265144348,0.6887533068656921,0.8096587657928467,1.2044551372528076,1.348824381828308,1.0423166751861572,1.4709795713424683,0.8403948545455933,1.1867127418518066
main_0_5,0.6535770297050476,0.6880985498428345,0.6294542551040649,1.3143681287765503,1.2903118133544922,0.9866877794265747,1.4058494567871094,0.6824719905853271,1.2748255729675293
main_0_6,0.6425926089286804,0.6875296235084534,1.39158034324646,1.2419874668121338,1.3764630556106567,0.9496965408325195,1.335782766342163,1.3346378803253174,1.2079715728759766
main_0_7,0.6457845568656921,0.6872090697288513,1.1261802911758423,1.212096095085144,0.6301403641700745,0.9655826091766357,1.2957841157913208,1.0519623756408691,1.1794986724853516
main_0_8,0.6915441155433655,0.6870239973068237,1.25520920753479,1.2619684934616089,1.059740662574768,0.9843600988388062,1.2898352146148682,1.1980876922607422,1.2213170528411865
main_0_9,0.7072481513023376,0.6865789294242859,0.4734368324279785,1.247069001197815,0.9116686582565308,0.9671913981437683,1.2761147022247314,0.5248130559921265,1.2075852155685425
main_0_10,0.6667162179946899,0.6860339045524597,1.2637670040130615,1.349531888961792,0.9697343707084656,0.9425729513168335,1.2836724519729614,1.1965198516845703,1.2950222492218018
main_0_11,0.6698398590087891,0.6864723563194275,1.1652424335479736,1.376627802848816,1.1508045196533203,0.9457072019577026,1.2898131608963013,1.127234935760498,1.3185089826583862
main_0_12,0.6413480043411255,0.6876435875892639,1.2572072744369507,1.359758973121643,0.8891836404800415,0.9647012948989868,1.2806694507598877,1.1828248500823975,1.3035821914672852
main_0_13,0.6648415327072144,0.6845672726631165,0.9741519093513489,1.1563013792037964,0.9673271179199219,1.0204174518585205,1.3010920286178589,0.9505912065505981,1.1323976516723633
main_0_14,0.6734055876731873,0.6812739968299866,0.5248194336891174,1.2211804389953613,0.9612025022506714,1.033416986465454,1.3131139278411865,0.569706380367279,1.1881039142608643
main_0_15,0.6501576900482178,0.6794242858886719,0.8309223055839539,1.2618085145950317,0.6711432933807373,0.9885267019271851,1.304155707359314,0.8050782084465027,1.221725583076477
main_0_16,0.678851842880249,0.6775619983673096,0.8439403176307678,1.1123857498168945,1.1496789455413818,0.9443889856338501,1.3080148696899414,0.8553446531295776,1.0951709747314453
main_0_17,0.6577869057655334,0.6765498518943787,1.5067464113235474,0.970637321472168,1.069368839263916,0.9327634572982788,1.330637812614441,1.4096314907073975,0.976641833782196
main_0_18,0.6975997090339661,0.6743997931480408,0.32529908418655396,0.9520360231399536,1.04569411277771,0.9340288043022156,1.3526862859725952,0.40885722637176514,0.9624162316322327
main_0_19,0.648301362991333,0.6696338057518005,0.8342232704162598,0.9756344556808472,1.0821220874786377,0.9403476715087891,1.3654829263687134,0.839593231678009,0.9830653667449951
main_1_0,0.6412535309791565,0.6635100841522217,0.6291407346725464,0.9214105010032654,0.8521814346313477,0.9308041334152222,1.3443036079406738,0.6473299860954285,0.9349843263626099
main_1_1,0.6215767860412598,0.6583877205848694,0.6815215349197388,0.9006069302558899,0.9511547088623047,0.9189119338989258,1.307818055152893,0.6979565620422363,0.9141328930854797
main_1_2,0.6157267689704895,0.6558334231376648,0.6667282581329346,0.8923624157905579,0.9437864422798157,0.9104723334312439,1.2702504396438599,0.684404730796814,0.9040393233299255
main_1_3,0.6441889405250549,0.6549655199050903,0.5073531270027161,0.8400928974151611,0.9990593791007996,0.9166735410690308,1.2652500867843628,0.5556530952453613,0.8592608571052551
main_1_4,0.6186172962188721,0.6533483266830444,0.5920263528823853,0.8106357455253601,1.1707819700241089,0.9128546714782715,1.2574355602264404,0.638864278793335,0.8335542678833008
main_1_5,0.6303758025169373,0.6534725427627563,0.6236518025398254,0.8068169951438904,1.1994985342025757,0.9000273942947388,1.2420783042907715,0.6687849760055542,0.8291347622871399
main_1_6,0.5797792077064514,0.652823805809021,1.0100599527359009,0.8640735745429993,0.7912094593048096,0.872869610786438,1.2124218940734863,0.9610580205917358,0.8753432631492615
main_1_7,0.5946010947227478,0.6459059715270996,0.6120021939277649,0.8273839950561523,0.8081518411636353,0.8632451295852661,1.165810227394104,0.6259095668792725,0.8401014804840088
main_1_8,0.6391779780387878,0.647148072719574,0.6811690330505371,0.8156600594520569,0.5755324959754944,0.8809255957603455,1.1569627523422241,0.6698547005653381,0.8295659422874451
main_1_9,0.606593906879425,0.6478466987609863,0.5371364951133728,0.9120076894760132,1.1389169692993164,0.9123772382736206,1.1676971912384033,0.5889509916305542,0.9121557474136353
main_1_10,0.6246257424354553,0.6424655318260193,0.6310537457466125,0.8382579684257507,1.0704143047332764,0.8734155297279358,1.1421196460723877,0.6646288633346558,0.8472305536270142
main_1_11,0.6843388080596924,0.6376358270645142,0.5051447749137878,0.7291148900985718,0.9099713563919067,0.8225427269935608,1.1077978610992432,0.5498649477958679,0.7516540288925171
main_1_12,0.5844773054122925,0.6280407905578613,0.40276578068733215,0.7454130053520203,0.8048113584518433,0.7944973707199097,1.0669697523117065,0.44745784997940063,0.7615963220596313
main_1_13,0.602222740650177,0.6198245882987976,0.49278467893600464,0.7985242009162903,0.5735987424850464,0.7728739380836487,1.0444079637527466,0.5071973204612732,0.8042757511138916
main_1_14,0.6289052367210388,0.6243934035301208,0.7469587326049805,0.682664692401886,0.7570630311965942,0.7426305413246155,1.0443341732025146,0.7389513850212097,0.7063577771186829
main_1_15,0.5607019662857056,0.6256930232048035,0.23419828712940216,0.6575138568878174,0.771552324295044,0.7581919431686401,1.0467324256896973,0.300159215927124,0.6853117942810059
main_1_16,0.6496338248252869,0.624527096748352,0.5975760221481323,0.6454906463623047,0.7939501404762268,0.795857846736908,1.0266226530075073,0.6166728138923645,0.6734702587127686
main_1_17,0.5768458843231201,0.6220296621322632,0.6619916558265686,0.6143768429756165,0.8099948167800903,0.8184586763381958,0.9870924353599548,0.6671229004859924,0.6438349485397339
main_1_18,0.6732333302497864,0.6082251667976379,0.28368833661079407,0.6054588556289673,0.8151528835296631,0.8133975863456726,0.9363322257995605,0.3538869619369507,0.6313100457191467
main_1_19,0.5494430065155029,0.5843346118927002,0.3389505445957184,0.5686638355255127,0.5619193911552429,0.649605929851532,0.8476277589797974,0.3719058632850647,0.5914524793624878
main_2_0,0.571323037147522,0.577252209186554,0.4192431569099426,0.6569539904594421,0.6832520961761475,0.6101365685462952,0.8521024584770203,0.451029896736145,0.6661447882652283
main_2_1,0.5217310786247253,0.5717837810516357,0.405342161655426,0.5241592526435852,0.557452380657196,0.5714378952980042,0.7829814553260803,0.42579835653305054,0.5477661490440369
main_2_2,0.5379350781440735,0.5769832134246826,0.2399824559688568,0.47448042035102844,0.6932019591331482,0.5896320939064026,0.7663914561271667,0.2972963750362396,0.5047382116317749
main_2_3,0.5175320506095886,0.5804129838943481,0.2618914544582367,0.5280910730361938,0.6769945025444031,0.6261948943138123,0.7836962342262268,0.3131004869937897,0.5517983436584473
main_2_4,0.6826661825180054,0.5743988156318665,0.39886510372161865,0.4785993695259094,0.47613024711608887,0.5506574511528015,0.7477825284004211,0.4259859621524811,0.5065965056419373
main_2_5,0.5641834139823914,0.5685391426086426,0.33420276641845703,0.4505610167980194,0.574271023273468,0.5009401440620422,0.7110292911529541,0.3699345588684082,0.4795340895652771
main_2_6,0.5127288699150085,0.5629796385765076,0.37223386764526367,0.4470687508583069,0.4660302400588989,0.4808028042316437,0.6812288165092468,0.3899652361869812,0.473848819732666
main_2_7,0.5566596984863281,0.5636144876480103,0.37493011355400085,0.4171384572982788,0.6864842176437378,0.4519457519054413,0.6595587134361267,0.4126097559928894,0.44683465361595154
main_2_8,0.5899996161460876,0.5723972320556641,0.32591712474823,0.4339366555213928,0.39040684700012207,0.4653571546077728,0.6725078225135803,0.35057955980300903,0.46273767948150635
main_2_9,0.5668044090270996,0.5602714419364929,0.4196373522281647,0.4267713129520416,0.5078719258308411,0.4589692950248718,0.6170816421508789,0.43743443489074707,0.45146238803863525
main_2_10,0.6850212812423706,0.561617910861969,0.34813857078552246,0.4826928675174713,0.5132142305374146,0.5071423649787903,0.6261593103408813,0.38601791858673096,0.4996894598007202
main_2_11,0.5405924916267395,0.5622034668922424,0.17079196870326996,0.5725687742233276,0.5768603086471558,0.6034842133522034,0.6927843689918518,0.2298012226819992,0.5811145305633545
main_2_12,0.5979713201522827,0.5493052005767822,0.28214845061302185,0.5430562496185303,0.5268287658691406,0.4903164207935333,0.6163684725761414,0.32462963461875916,0.5492038130760193
main_2_13,0.5926937460899353,0.5497295260429382,0.2327442169189453,0.5770248770713806,0.4660051167011261,0.4192431569099426,0.5930247902870178,0.27762606739997864,0.5762324929237366
main_2_14,0.5582829713821411,0.5551022291183472,0.26389080286026,0.5168657898902893,0.4531896412372589,0.41523808240890503,0.5860474109649658,0.300483763217926,0.5250750184059143
