,Loss_Source0_Training,Loss_Source0_Test,Loss_Source_Training,Loss_Source_Test,Loss_Target_Training,Loss_Target_Validation,Loss_Target_Test,Loss_Training,Loss_Test
main_0_0,0.6961100101470947,0.6934344172477722,0.951183021068573,1.9796043634414673,0.7950316071510315,1.3254963159561157,1.3337287902832031,0.8335049152374268,1.4251015186309814
main_0_1,0.6675127744674683,0.6933203935623169,1.4748445749282837,1.3040870428085327,1.0628981590270996,1.7630693912506104,1.7965563535690308,1.124988317489624,1.2603235244750977
main_0_2,0.6769596934318542,0.6879820823669434,0.6673243641853333,1.3036775588989258,1.3915736675262451,1.3663430213928223,1.3451128005981445,0.8691189289093018,1.1345585584640503
main_0_3,0.6199136972427368,0.6869300603866577,1.8068082332611084,1.2001136541366577,0.9562506079673767,1.5529659986495972,1.40192449092865,1.2251784801483154,1.105107069015503
main_0_4,0.6124994158744812,0.6866636872291565,0.6477004289627075,1.227176547050476,0.7426236867904663,1.531783103942871,1.3901547193527222,0.6634584665298462,1.1134896278381348
main_0_5,0.6083451509475708,0.6894239783287048,0.6887719631195068,1.2136908769607544,1.2989985942840576,1.3468537330627441,1.3119982481002808,0.8328381776809692,1.0870000123977661
main_0_6,0.6110970377922058,0.6912201642990112,1.7834116220474243,1.217242956161499,0.7604588866233826,1.3523443937301636,1.3609318733215332,1.158694863319397,1.1025047302246094
main_0_7,0.6525323390960693,0.6911979913711548,0.7831265330314636,1.2084131240844727,0.9498142600059509,1.2807966470718384,1.3646622896194458,0.7906338572502136,1.0997076034545898
main_0_8,0.6012881398200989,0.6851913332939148,1.322727918624878,1.211914300918579,1.2425493001937866,1.2010390758514404,1.3444545269012451,1.0891975164413452,1.0939079523086548
main_0_9,0.6152704358100891,0.6814104914665222,0.9099020957946777,1.1905109882354736,0.6733441948890686,1.2603322267532349,1.3354856967926025,0.7585369348526001,1.0810871124267578
main_0_10,0.5511188507080078,0.6800748109817505,0.6855713129043579,1.1867252588272095,0.9923262596130371,1.2515931129455566,1.2617884874343872,0.7304275631904602,1.058813214302063
main_0_11,0.5196845531463623,0.6794516444206238,0.5133297443389893,1.2121251821517944,0.9965089559555054,1.3073371648788452,1.2683357000350952,0.6479344964027405,1.0714045763015747
main_0_12,0.6145049333572388,0.6790282130241394,1.3200759887695312,1.1835989952087402,0.6950832009315491,1.3696659803390503,1.3128554821014404,0.9415233731269836,1.0711849927902222
main_0_13,0.5331363677978516,0.6745281219482422,1.1339019536972046,1.2135285139083862,0.8849936127662659,1.3535363674163818,1.293739914894104,0.889394998550415,1.0775468349456787
main_0_14,0.4798227548599243,0.665629506111145,0.7959434986114502,1.2451081275939941,1.0572837591171265,1.2505770921707153,1.2198740243911743,0.7750637531280518,1.0682909488677979
main_0_15,0.5145444273948669,0.6577786803245544,1.2783151865005493,1.185868501663208,1.1606931686401367,1.2465596199035645,1.2197272777557373,1.0220880508422852,1.0403512716293335
main_0_16,0.5376007556915283,0.6510328054428101,0.532019853591919,1.1056543588638306,0.8160374164581299,1.2446832656860352,1.208263635635376,0.6116828918457031,1.000563144683838
main_0_17,0.6651747226715088,0.6512410044670105,0.5081148147583008,1.1383171081542969,0.7308055758476257,1.1889616250991821,1.1404389142990112,0.6153386235237122,0.9961047172546387
main_0_18,0.5704862475395203,0.6682890057563782,0.9503434300422668,1.1000092029571533,0.8134452104568481,1.175466537475586,1.1482439041137695,0.8013718724250793,0.9866938591003418
main_0_19,0.6643766164779663,0.6952935457229614,1.468941569328308,1.0476875305175781,0.6886651515960693,1.1866190433502197,1.1855335235595703,1.0187066793441772,0.9822465777397156
main_1_0,0.5828744769096375,0.6981306076049805,0.6205049753189087,1.0723170042037964,0.7470200061798096,1.0717085599899292,1.0805002450942993,0.6442298293113708,0.9648655652999878
main_1_1,0.5769707560539246,0.6722506284713745,0.5359497666358948,1.020725131034851,0.5151186585426331,1.073337197303772,1.048029899597168,0.5422529578208923,0.9260647892951965
main_1_2,0.5765016078948975,0.6517584323883057,0.5233323574066162,1.0052297115325928,0.6231704950332642,1.124664068222046,1.0619561672210693,0.5663479566574097,0.9171873331069946
