,train,test
mae,0.0666110959077947,0.13015899839940914
mse,0.008257262430921102,0.05745759033863895
rmse,0.09086948019506386,0.23970312959708923
r2,0.9742539154863121,0.8519712110291853
pearsonr,0.9879120233442894,0.9251816899569427
spearmanr,0.9665151453228067,0.9137943145156703
p_value,0.0,7.065596780365922e-184
max_ae,0.46525836551398214,1.620508826233376
