,train,test
mae,0.1311168384075506,0.17337307957292739
mse,0.03311223006570784,0.10912552126432519
rmse,0.18196766214277701,0.33034152216202733
r2,0.8967563062406759,0.718858402112559
pearsonr,0.947577309039427,0.8525131050380962
spearmanr,0.8673823841291018,0.8517450930668592
p_value,0.0,8.710643739203353e-124
max_ae,1.111397220875358,3.436588131213025
