,train,test
mae,0.060167199881349887,0.12140664997474289
mse,0.006718025349618488,0.05956149327689375
rmse,0.08196356110869323,0.24405223473038257
r2,0.9790532455685702,0.8465508966333593
pearsonr,0.9896800017242853,0.9202377471113967
spearmanr,0.9699544669176718,0.9232793943488659
p_value,0.0,4.100035343792307e-178
max_ae,0.4453761655139825,1.579931231213025
