,train,test
mae,0.08460222376428145,0.13520905926884166
mse,0.014520932445282093,0.08751432596774324
rmse,0.12050283168989057,0.29582820346907973
r2,0.9547238377026996,0.774535625071446
pearsonr,0.9787983531275135,0.8835627399282391
spearmanr,0.9393909321352049,0.9030004011202005
p_value,0.0,2.037021022866748e-144
max_ae,0.5367157655139825,3.056627131213025
