,train,test
mae,0.1438192143666362,0.17472198740861888
mse,0.038184802266480446,0.09684033398395049
rmse,0.19540931980455908,0.3111917961385719
r2,0.8809400628215714,0.7505089009356986
pearsonr,0.9399752844463889,0.8683845463498565
spearmanr,0.8586186330957262,0.843573984657611
p_value,0.0,1.1269633629135318e-133
max_ae,0.9055366329348391,3.189111881213025
